HUGO Symbol	Type	Chromosome	Significance	Freq	% Markers Altered
ZFP14	Amp	19	2.0003e-015	0.3573	1
KIAA1683	Amp	19	2.0003e-015	0.42472	1
KIR2DL5A	Amp	19	2.0003e-015	0.46067	1
KIR2DS4	Amp	19	2.0003e-015	0.29213	1
KIR3DL3	Amp	19	2.0003e-015	0.29438	1
KIRREL2	Amp	19	2.0003e-015	0.3573	1
KISS1R	Amp	19	2.0003e-015	0.45843	1
KLC3	Amp	19	2.0003e-015	0.30787	1
KLF1	Amp	19	2.0003e-015	0.42921	1
KLF16	Amp	19	2.0003e-015	0.45843	1
KLF2	Amp	19	2.0003e-015	0.42472	1
KLHL26	Amp	19	2.0003e-015	0.42697	1
KLK1	Amp	19	2.0003e-015	0.28539	1
KLK10	Amp	19	2.0003e-015	0.28764	1
KLK11	Amp	19	2.0003e-015	0.28989	1
KLK12	Amp	19	2.0003e-015	0.28989	1
KLK13	Amp	19	2.0003e-015	0.28989	1
KLK14	Amp	19	2.0003e-015	0.28989	1
KLK15	Amp	19	2.0003e-015	0.28539	1
KLK2	Amp	19	2.0003e-015	0.28539	1
KLK3	Amp	19	2.0003e-015	0.28539	1
KLK4	Amp	19	2.0003e-015	0.28539	1
KLK5	Amp	19	2.0003e-015	0.28764	1
KLK6	Amp	19	2.0003e-015	0.28764	1
KLK7	Amp	19	2.0003e-015	0.28539	1
KLK8	Amp	19	2.0003e-015	0.28764	1
KLK9	Amp	19	2.0003e-015	0.28764	1
NAT14	Amp	19	2.0003e-015	0.29663	1
KPTN	Amp	19	2.0003e-015	0.29438	1
LAIR1	Amp	19	2.0003e-015	0.28989	1
LAIR2	Amp	19	2.0003e-015	0.29213	1
LASS4	Amp	19	2.0003e-015	0.43146	1
LDLR	Amp	19	2.0003e-015	0.45169	1
LENG1	Amp	19	2.0003e-015	0.29663	1
KIR3DX1	Amp	19	2.0003e-015	0.29213	1
MBOAT7	Amp	19	2.0003e-015	0.29663	1
LENG8	Amp	19	2.0003e-015	0.29438	1
LGALS13	Amp	19	2.0003e-015	0.34157	1
LGALS14	Amp	19	2.0003e-015	0.33483	1
LGALS4	Amp	19	2.0003e-015	0.35281	1
LGI4	Amp	19	2.0003e-015	0.35281	1
LIG1	Amp	19	2.0003e-015	0.29213	1
LILRA1	Amp	19	2.0003e-015	0.28989	1
LILRA2	Amp	19	2.0003e-015	0.28989	1
LILRA4	Amp	19	2.0003e-015	0.28989	1
LILRA5	Amp	19	2.0003e-015	0.29213	1
LILRA6	Amp	19	2.0003e-015	0.29663	1
LILRB1	Amp	19	2.0003e-015	0.28989	1
LILRB3	Amp	19	2.0003e-015	0.27865	1
LILRB4	Amp	19	2.0003e-015	0.29213	1
LIM2	Amp	19	2.0003e-015	0.28989	1
LIN7B	Amp	19	2.0003e-015	0.28989	1
LIPE	Amp	19	2.0003e-015	0.31011	1
LMNB2	Amp	19	2.0003e-015	0.46067	1
C19orf68	Amp	19	2.0003e-015	0.29213	1
LPHN1	Amp	19	2.0003e-015	0.42697	1
LRFN3	Amp	19	2.0003e-015	0.3573	1
LRG1	Amp	19	2.0003e-015	0.43371	1
LRP3	Amp	19	2.0003e-015	0.35506	1
LRRC25	Amp	19	2.0003e-015	0.42472	1
LRRC8E	Amp	19	2.0003e-015	0.42921	1
LSM14A	Amp	19	2.0003e-015	0.35506	1
LSM4	Amp	19	2.0003e-015	0.42472	1
LSM7	Amp	19	2.0003e-015	0.46067	1
LSR	Amp	19	2.0003e-015	0.35281	1
LTBP4	Amp	19	2.0003e-015	0.3236	1
LYL1	Amp	19	2.0003e-015	0.43146	1
LYPD3	Amp	19	2.0003e-015	0.3236	1
LYPD4	Amp	19	2.0003e-015	0.32135	1
LYPD5	Amp	19	2.0003e-015	0.31236	1
PLIN3	Amp	19	2.0003e-015	0.43371	1
MADCAM1	Amp	19	2.0003e-015	0.46067	1
MAG	Amp	19	2.0003e-015	0.35506	1
MAN2B1	Amp	19	2.0003e-015	0.43146	1
MAP2K2	Amp	19	2.0003e-015	0.43371	1
MAP2K7	Amp	19	2.0003e-015	0.43146	1
MAP3K10	Amp	19	2.0003e-015	0.33258	1
MAP4K1	Amp	19	2.0003e-015	0.3573	1
MARCH2	Amp	19	2.0003e-015	0.43371	1
MARK4	Amp	19	2.0003e-015	0.31011	1
MAST1	Amp	19	2.0003e-015	0.43146	1
MATK	Amp	19	2.0003e-015	0.43146	1
MBD3	Amp	19	2.0003e-015	0.45618	1
MBD3L1	Amp	19	2.0003e-015	0.43596	1
C19orf59	Amp	19	2.0003e-015	0.42921	1
MCOLN1	Amp	19	2.0003e-015	0.42472	1
TMEM190	Amp	19	2.0003e-015	0.29663	1
USE1	Amp	19	2.0003e-015	0.42472	1
MED25	Amp	19	2.0003e-015	0.28764	1
MEF2B	Amp	19	2.0003e-015	0.42697	1
MEGF8	Amp	19	2.0003e-015	0.31685	1
MEIS3	Amp	19	2.0003e-015	0.29213	1
RBM42	Amp	19	2.0003e-015	0.35506	1
CCDC130	Amp	19	2.0003e-015	0.43146	1
C19orf57	Amp	19	2.0003e-015	0.43146	1
C19orf48	Amp	19	2.0003e-015	0.28764	1
DACT3	Amp	19	2.0003e-015	0.28764	1
FDX1L	Amp	19	2.0003e-015	0.45169	1
CCDC151	Amp	19	2.0003e-015	0.44944	1
TMIGD2	Amp	19	2.0003e-015	0.43596	1
PRR22	Amp	19	2.0003e-015	0.42472	1
SLC25A42	Amp	19	2.0003e-015	0.42472	1
C19orf50	Amp	19	2.0003e-015	0.42697	1
MRI1	Amp	19	2.0003e-015	0.43146	1
ACTL9	Amp	19	2.0003e-015	0.4382	1
SLC25A41	Amp	19	2.0003e-015	0.41348	1
ZNF321P	Amp	19	2.0003e-015	0.29213	1
B9D2	Amp	19	2.0003e-015	0.31236	1
ZNF790	Amp	19	2.0003e-015	0.35955	1
PRR19	Amp	19	2.0003e-015	0.3191	1
MIDN	Amp	19	2.0003e-015	0.46067	1
MIER2	Amp	19	2.0003e-015	0.46067	1
MKNK2	Amp	19	2.0003e-015	0.45843	1
MLL2	Amp	19	2.0003e-015	0.35506	1
MLLT1	Amp	19	2.0003e-015	0.41798	1
MOBKL2A	Amp	19	2.0003e-015	0.45618	1
WDR83	Amp	19	2.0003e-015	0.43146	1
MRPL34	Amp	19	2.0003e-015	0.42472	1
MRPL4	Amp	19	2.0003e-015	0.44944	1
MRPL54	Amp	19	2.0003e-015	0.43146	1
MRPS12	Amp	19	2.0003e-015	0.35281	1
MUC16	Amp	19	2.0003e-015	0.43596	1
MUM1	Amp	19	2.0003e-015	0.45843	1
MYADM	Amp	19	2.0003e-015	0.29663	1
MYBPC2	Amp	19	2.0003e-015	0.29438	1
MYH14	Amp	19	2.0003e-015	0.28989	1
MYO1F	Amp	19	2.0003e-015	0.43371	1
MYO9B	Amp	19	2.0003e-015	0.42472	1
NLRP11	Amp	19	2.0003e-015	0.30787	1
NLRP12	Amp	19	2.0003e-015	0.29438	1
NLRP13	Amp	19	2.0003e-015	0.30787	1
NLRP2	Amp	19	2.0003e-015	0.29663	1
NLRP4	Amp	19	2.0003e-015	0.30787	1
NLRP5	Amp	19	2.0003e-015	0.31236	1
NLRP7	Amp	19	2.0003e-015	0.29438	1
NLRP8	Amp	19	2.0003e-015	0.31011	1
NLRP9	Amp	19	2.0003e-015	0.30337	1
NANOS2	Amp	19	2.0003e-015	0.30787	1
NAPA	Amp	19	2.0003e-015	0.29438	1
NAPSA	Amp	19	2.0003e-015	0.29438	1
NCLN	Amp	19	2.0003e-015	0.44045	1
NCR1	Amp	19	2.0003e-015	0.29213	1
NDUFA11	Amp	19	2.0003e-015	0.42247	1
NDUFA13	Amp	19	2.0003e-015	0.42921	1
NDUFA3	Amp	19	2.0003e-015	0.29888	1
NDUFA7	Amp	19	2.0003e-015	0.43371	1
NDUFB7	Amp	19	2.0003e-015	0.42921	1
NDUFS7	Amp	19	2.0003e-015	0.45843	1
NFIC	Amp	19	2.0003e-015	0.44045	1
NFIX	Amp	19	2.0003e-015	0.42921	1
NFKBIB	Amp	19	2.0003e-015	0.35281	1
NKG7	Amp	19	2.0003e-015	0.28989	1
PIH1D1	Amp	19	2.0003e-015	0.29213	1
NOSIP	Amp	19	2.0003e-015	0.28764	1
NOTCH3	Amp	19	2.0003e-015	0.42921	1
NOVA2	Amp	19	2.0003e-015	0.30562	1
NPAS1	Amp	19	2.0003e-015	0.27865	1
NPHS1	Amp	19	2.0003e-015	0.3573	1
NR2F6	Amp	19	2.0003e-015	0.42472	1
PNPLA6	Amp	19	2.0003e-015	0.42247	1
NUCB1	Amp	19	2.0003e-015	0.28764	1
HAUS8	Amp	19	2.0003e-015	0.42472	1
OAZ1	Amp	19	2.0003e-015	0.46067	1
OLFM2	Amp	19	2.0003e-015	0.44045	1
OPA3	Amp	19	2.0003e-015	0.30787	1
OR10H1	Amp	19	2.0003e-015	0.42921	1
OR7A5	Amp	19	2.0003e-015	0.42697	1
OR7C2	Amp	19	2.0003e-015	0.42697	1
OR7D2	Amp	19	2.0003e-015	0.43596	1
OSCAR	Amp	19	2.0003e-015	0.29888	1
P2RY11	Amp	19	2.0003e-015	0.44719	1
PAF1	Amp	19	2.0003e-015	0.34157	1
PAFAH1B3	Amp	19	2.0003e-015	0.3191	1
PAK4	Amp	19	2.0003e-015	0.34382	1
PALM	Amp	19	2.0003e-015	0.46292	1
PBX4	Amp	19	2.0003e-015	0.42697	1
PCP2	Amp	19	2.0003e-015	0.42697	1
PCSK4	Amp	19	2.0003e-015	0.45843	1
PDCD2L	Amp	19	2.0003e-015	0.35506	1
PDCD5	Amp	19	2.0003e-015	0.35506	1
PDE4A	Amp	19	2.0003e-015	0.44719	1
PDE4C	Amp	19	2.0003e-015	0.42472	1
PEPD	Amp	19	2.0003e-015	0.3573	1
PEX11G	Amp	19	2.0003e-015	0.42247	1
PGLS	Amp	19	2.0003e-015	0.42472	1
PGLYRP1	Amp	19	2.0003e-015	0.30337	1
PGLYRP2	Amp	19	2.0003e-015	0.42921	1
PGPEP1	Amp	19	2.0003e-015	0.42472	1
PHLDB3	Amp	19	2.0003e-015	0.32135	1
PIAS4	Amp	19	2.0003e-015	0.43146	1
PIK3R2	Amp	19	2.0003e-015	0.42247	1
PIN1	Amp	19	2.0003e-015	0.44045	1
PIP5K1C	Amp	19	2.0003e-015	0.43146	1
PKN1	Amp	19	2.0003e-015	0.42697	1
PLA2G4C	Amp	19	2.0003e-015	0.29438	1
PLAC2	Amp	19	2.0003e-015	0.42921	1
PLAUR	Amp	19	2.0003e-015	0.31685	1
PLD3	Amp	19	2.0003e-015	0.33258	1
PLEKHA4	Amp	19	2.0003e-015	0.28764	1
PLEKHF1	Amp	19	2.0003e-015	0.3573	1
PLEKHG2	Amp	19	2.0003e-015	0.34157	1
PLVAP	Amp	19	2.0003e-015	0.42472	1
PNKP	Amp	19	2.0003e-015	0.28764	1
POLD1	Amp	19	2.0003e-015	0.29438	1
POLR2E	Amp	19	2.0003e-015	0.45843	1
POLR2I	Amp	19	2.0003e-015	0.35955	1
POLRMT	Amp	19	2.0003e-015	0.46067	1
POP4	Amp	19	2.0003e-015	0.3573	1
POU2F2	Amp	19	2.0003e-015	0.31461	1
PPAN	Amp	19	2.0003e-015	0.44719	1
PPAP2C	Amp	19	2.0003e-015	0.46067	1
PPFIA3	Amp	19	2.0003e-015	0.28989	1
PPP1R12C	Amp	19	2.0003e-015	0.29213	1
PPP1R13L	Amp	19	2.0003e-015	0.30787	1
PPP1R14A	Amp	19	2.0003e-015	0.3618	1
PPP1R15A	Amp	19	2.0003e-015	0.28764	1
PPP2R1A	Amp	19	2.0003e-015	0.28764	1
PPP5C	Amp	19	2.0003e-015	0.29438	1
PRAM1	Amp	19	2.0003e-015	0.43371	1
PRDX2	Amp	19	2.0003e-015	0.42472	1
PRG2	Amp	19	2.0003e-015	0.46292	1
PRKACA	Amp	19	2.0003e-015	0.42697	1
PRKCG	Amp	19	2.0003e-015	0.29663	1
PRKCSH	Amp	19	2.0003e-015	0.44944	1
PRKD2	Amp	19	2.0003e-015	0.28315	1
PRMT1	Amp	19	2.0003e-015	0.28764	1
PRODH2	Amp	19	2.0003e-015	0.35506	1
PRPF31	Amp	19	2.0003e-015	0.29663	1
PRRG2	Amp	19	2.0003e-015	0.28764	1
LONP1	Amp	19	2.0003e-015	0.42697	1
PRTN3	Amp	19	2.0003e-015	0.45843	1
PRX	Amp	19	2.0003e-015	0.33258	1
CYTH2	Amp	19	2.0003e-015	0.28764	1
PSENEN	Amp	19	2.0003e-015	0.3573	1
PSG1	Amp	19	2.0003e-015	0.31461	1
PSG11	Amp	19	2.0003e-015	0.30787	1
PSG2	Amp	19	2.0003e-015	0.30337	1
PSG3	Amp	19	2.0003e-015	0.3236	1
PSG4	Amp	19	2.0003e-015	0.30337	1
PSG5	Amp	19	2.0003e-015	0.30337	1
PSG7	Amp	19	2.0003e-015	0.31236	1
PSG8	Amp	19	2.0003e-015	0.31685	1
PSG9	Amp	19	2.0003e-015	0.30562	1
PSMC4	Amp	19	2.0003e-015	0.33483	1
PSMD8	Amp	19	2.0003e-015	0.3573	1
PTBP1	Amp	19	2.0003e-015	0.46292	1
C19orf56	Amp	19	2.0003e-015	0.43146	1
PTGER1	Amp	19	2.0003e-015	0.42697	1
PTGIR	Amp	19	2.0003e-015	0.28989	1
PTOV1	Amp	19	2.0003e-015	0.28764	1
PTPRH	Amp	19	2.0003e-015	0.29213	1
PTPRS	Amp	19	2.0003e-015	0.43371	1
PVR	Amp	19	2.0003e-015	0.31685	1
PVRL2	Amp	19	2.0003e-015	0.31236	1
QPCTL	Amp	19	2.0003e-015	0.30337	1
QTRT1	Amp	19	2.0003e-015	0.45169	1
RAB11B	Amp	19	2.0003e-015	0.43146	1
RAB3A	Amp	19	2.0003e-015	0.42472	1
RAB3D	Amp	19	2.0003e-015	0.44944	1
RAB8A	Amp	19	2.0003e-015	0.42472	1
RABAC1	Amp	19	2.0003e-015	0.3191	1
RAD23A	Amp	19	2.0003e-015	0.42921	1
RANBP3	Amp	19	2.0003e-015	0.42247	1
RASGRP4	Amp	19	2.0003e-015	0.3573	1
RASIP1	Amp	19	2.0003e-015	0.28989	1
RAVER1	Amp	19	2.0003e-015	0.45169	1
RAX2	Amp	19	2.0003e-015	0.43146	1
RCN3	Amp	19	2.0003e-015	0.28989	1
RDH13	Amp	19	2.0003e-015	0.29663	1
RDH8	Amp	19	2.0003e-015	0.44494	1
REEP6	Amp	19	2.0003e-015	0.45843	1
RELB	Amp	19	2.0003e-015	0.31011	1
RETN	Amp	19	2.0003e-015	0.42921	1
REXO1	Amp	19	2.0003e-015	0.45843	1
RFX1	Amp	19	2.0003e-015	0.42697	1
RFX2	Amp	19	2.0003e-015	0.42472	1
RFXANK	Amp	19	2.0003e-015	0.42921	1
RGL3	Amp	19	2.0003e-015	0.44944	1
RHPN2	Amp	19	2.0003e-015	0.34157	1
MEX3D	Amp	19	2.0003e-015	0.45618	1
RLN3	Amp	19	2.0003e-015	0.42697	1
RNASEH2A	Amp	19	2.0003e-015	0.43146	1
RNF126	Amp	19	2.0003e-015	0.46067	1
RPL13A	Amp	19	2.0003e-015	0.29213	1
RPL18	Amp	19	2.0003e-015	0.28764	1
RPL18A	Amp	19	2.0003e-015	0.42697	1
RPL28	Amp	19	2.0003e-015	0.29663	1
RPS11	Amp	19	2.0003e-015	0.29438	1
RPS15	Amp	19	2.0003e-015	0.46067	1
RPS16	Amp	19	2.0003e-015	0.34157	1
RPS19	Amp	19	2.0003e-015	0.32135	1
RPS28	Amp	19	2.0003e-015	0.43371	1
RPS5	Amp	19	2.0003e-015	0.31685	1
RPS9	Amp	19	2.0003e-015	0.29663	1
RRAS	Amp	19	2.0003e-015	0.28764	1
RSPH6A	Amp	19	2.0003e-015	0.30562	1
RTBDN	Amp	19	2.0003e-015	0.43146	1
RTN2	Amp	19	2.0003e-015	0.31011	1
RUVBL2	Amp	19	2.0003e-015	0.28989	1
RYR1	Amp	19	2.0003e-015	0.35506	1
SAE1	Amp	19	2.0003e-015	0.28539	1
SAFB	Amp	19	2.0003e-015	0.42921	1
SAFB2	Amp	19	2.0003e-015	0.42921	1
SAMD4B	Amp	19	2.0003e-015	0.34382	1
PPP6R1	Amp	19	2.0003e-015	0.29213	1
SARS2	Amp	19	2.0003e-015	0.35281	1
MEGF8	Amp	19	2.0003e-015	0.31461	1
SBSN	Amp	19	2.0003e-015	0.35506	1
SCAMP4	Amp	19	2.0003e-015	0.45618	1
SCN1B	Amp	19	2.0003e-015	0.35056	1
SEMA6B	Amp	19	2.0003e-015	0.43371	1
SEPW1	Amp	19	2.0003e-015	0.29438	1
SERTAD1	Amp	19	2.0003e-015	0.33034	1
SERTAD3	Amp	19	2.0003e-015	0.33034	1
SF3A2	Amp	19	2.0003e-015	0.45843	1
SUGP1	Amp	19	2.0003e-015	0.43371	1
SUGP2	Amp	19	2.0003e-015	0.42472	1
CLASRP	Amp	19	2.0003e-015	0.31011	1
SGTA	Amp	19	2.0003e-015	0.44719	1
SH2D3A	Amp	19	2.0003e-015	0.41573	1
SH3GL1	Amp	19	2.0003e-015	0.43371	1
SHANK1	Amp	19	2.0003e-015	0.29213	1
SHD	Amp	19	2.0003e-015	0.4382	1
SHKBP1	Amp	19	2.0003e-015	0.3236	1
SIGLEC10	Amp	19	2.0003e-015	0.28989	1
SIGLEC11	Amp	19	2.0003e-015	0.28539	1
SIGLEC12	Amp	19	2.0003e-015	0.29213	1
SIGLEC5	Amp	19	2.0003e-015	0.29438	1
SIGLEC6	Amp	19	2.0003e-015	0.29438	1
SIGLEC7	Amp	19	2.0003e-015	0.28539	1
SIGLEC8	Amp	19	2.0003e-015	0.29213	1
SIGLEC9	Amp	19	2.0003e-015	0.28539	1
SIN3B	Amp	19	2.0003e-015	0.42472	1
SIPA1L3	Amp	19	2.0003e-015	0.3573	1
SIRT2	Amp	19	2.0003e-015	0.35281	1
SIRT6	Amp	19	2.0003e-015	0.43596	1
ECSIT	Amp	19	2.0003e-015	0.44494	1
SIX5	Amp	19	2.0003e-015	0.30562	1
SLC17A7	Amp	19	2.0003e-015	0.28989	1
SLC1A5	Amp	19	2.0003e-015	0.28315	1
SLC1A6	Amp	19	2.0003e-015	0.42697	1
SLC25A23	Amp	19	2.0003e-015	0.41348	1
SLC27A1	Amp	19	2.0003e-015	0.42472	1
SLC27A5	Amp	19	2.0003e-015	0.31461	1
SLC35E1	Amp	19	2.0003e-015	0.42472	1
SLC39A3	Amp	19	2.0003e-015	0.44944	1
SLC44A2	Amp	19	2.0003e-015	0.44944	1
SLC5A5	Amp	19	2.0003e-015	0.42697	1
SLC6A16	Amp	19	2.0003e-015	0.28989	1
SLC7A10	Amp	19	2.0003e-015	0.35506	1
SLC7A9	Amp	19	2.0003e-015	0.35281	1
SLC8A2	Amp	19	2.0003e-015	0.29438	1
SMARCA4	Amp	19	2.0003e-015	0.44944	1
SNAPC2	Amp	19	2.0003e-015	0.43146	1
SNRNP70	Amp	19	2.0003e-015	0.28989	1
SNRPD2	Amp	19	2.0003e-015	0.30562	1
ARHGAP33	Amp	19	2.0003e-015	0.35281	1
SPC24	Amp	19	2.0003e-015	0.45169	1
SPHK2	Amp	19	2.0003e-015	0.28764	1
SPIB	Amp	19	2.0003e-015	0.29438	1
SPINT2	Amp	19	2.0003e-015	0.3573	1
SPRED3	Amp	19	2.0003e-015	0.35955	1
SPTBN4	Amp	19	2.0003e-015	0.32809	1
SCAF1	Amp	19	2.0003e-015	0.28764	1
SSBP4	Amp	19	2.0003e-015	0.42472	1
STAP2	Amp	19	2.0003e-015	0.43596	1
STK11	Amp	19	2.0003e-015	0.45393	1
STRN4	Amp	19	2.0003e-015	0.28315	1
STX10	Amp	19	2.0003e-015	0.42921	1
STXBP2	Amp	19	2.0003e-015	0.42697	1
SULT2A1	Amp	19	2.0003e-015	0.29438	1
SULT2B1	Amp	19	2.0003e-015	0.28764	1
SUPT5H	Amp	19	2.0003e-015	0.34157	1
SUV420H2	Amp	19	2.0003e-015	0.29663	1
SYDE1	Amp	19	2.0003e-015	0.42697	1
SYMPK	Amp	19	2.0003e-015	0.30787	1
SYNGR4	Amp	19	2.0003e-015	0.28989	1
SYT3	Amp	19	2.0003e-015	0.29663	1
SYT5	Amp	19	2.0003e-015	0.29213	1
NFKBID	Amp	19	2.0003e-015	0.3573	1
TBC1D17	Amp	19	2.0003e-015	0.28989	1
TBXA2R	Amp	19	2.0003e-015	0.43146	1
TCF3	Amp	19	2.0003e-015	0.45618	1
TEAD2	Amp	19	2.0003e-015	0.28989	1
TEX101	Amp	19	2.0003e-015	0.32584	1
TFPT	Amp	19	2.0003e-015	0.29888	1
TGFB1	Amp	19	2.0003e-015	0.31236	1
THAP8	Amp	19	2.0003e-015	0.35955	1
THEG	Amp	19	2.0003e-015	0.46067	1
THOP1	Amp	19	2.0003e-015	0.44494	1
MED16	Amp	19	2.0003e-015	0.45843	1
TICAM1	Amp	19	2.0003e-015	0.43596	1
TIMM13	Amp	19	2.0003e-015	0.46067	1
TIMM44	Amp	19	2.0003e-015	0.43146	1
TIMM50	Amp	19	2.0003e-015	0.34157	1
TJP3	Amp	19	2.0003e-015	0.43146	1
TLE2	Amp	19	2.0003e-015	0.44045	1
TLE6	Amp	19	2.0003e-015	0.4427	1
TM6SF2	Amp	19	2.0003e-015	0.43371	1
TMC4	Amp	19	2.0003e-015	0.29663	1
TMED1	Amp	19	2.0003e-015	0.45169	1
TMEM143	Amp	19	2.0003e-015	0.29213	1
TMEM145	Amp	19	2.0003e-015	0.31685	1
TMEM146	Amp	19	2.0003e-015	0.42472	1
TMEM147	Amp	19	2.0003e-015	0.3573	1
IGFLR1	Amp	19	2.0003e-015	0.3573	1
ANO8	Amp	19	2.0003e-015	0.42472	1
TMEM38A	Amp	19	2.0003e-015	0.42697	1
TMEM86B	Amp	19	2.0003e-015	0.29213	1
TMPRSS9	Amp	19	2.0003e-015	0.46067	1
TNFAIP8L1	Amp	19	2.0003e-015	0.43371	1
TNFSF14	Amp	19	2.0003e-015	0.41798	1
CD70	Amp	19	2.0003e-015	0.41573	1
TNFSF9	Amp	19	2.0003e-015	0.41573	1
TNNI3	Amp	19	2.0003e-015	0.29213	1
TNNT1	Amp	19	2.0003e-015	0.29213	1
TNPO2	Amp	19	2.0003e-015	0.43146	1
TOMM40	Amp	19	2.0003e-015	0.31236	1
TPM4	Amp	19	2.0003e-015	0.42921	1
TRAPPC6A	Amp	19	2.0003e-015	0.30787	1
TRIM28	Amp	19	2.0003e-015	0.31461	1
TRIP10	Amp	19	2.0003e-015	0.41798	1
TRMT1	Amp	19	2.0003e-015	0.43146	1
TRPM4	Amp	19	2.0003e-015	0.28989	1
TSEN34	Amp	19	2.0003e-015	0.29663	1
TSHZ3	Amp	19	2.0003e-015	0.34831	1
TSKS	Amp	19	2.0003e-015	0.28539	1
TSPAN16	Amp	19	2.0003e-015	0.44944	1
TTC9B	Amp	19	2.0003e-015	0.33483	1
TTYH1	Amp	19	2.0003e-015	0.29213	1
TUBB4	Amp	19	2.0003e-015	0.41348	1
TULP2	Amp	19	2.0003e-015	0.28764	1
NXNL1	Amp	19	2.0003e-015	0.42472	1
TYK2	Amp	19	2.0003e-015	0.45169	1
TYROBP	Amp	19	2.0003e-015	0.3573	1
U2AF1L4	Amp	19	2.0003e-015	0.3573	1
U2AF2	Amp	19	2.0003e-015	0.30562	1
ZNF600	Amp	19	2.0003e-015	0.28989	1
UBA2	Amp	19	2.0003e-015	0.35506	1
UBA52	Amp	19	2.0003e-015	0.42697	1
UBE2M	Amp	19	2.0003e-015	0.31461	1
UBE2S	Amp	19	2.0003e-015	0.29888	1
UBL5	Amp	19	2.0003e-015	0.4427	1
UBXN6	Amp	19	2.0003e-015	0.43146	1
UHRF1	Amp	19	2.0003e-015	0.43371	1
VSTM1	Amp	19	2.0003e-015	0.29888	1
KRTDAP	Amp	19	2.0003e-015	0.35281	1
CXCL17	Amp	19	2.0003e-015	0.31236	1
UPF1	Amp	19	2.0003e-015	0.42697	1
UPK1A	Amp	19	2.0003e-015	0.35506	1
UQCR11	Amp	19	2.0003e-015	0.45618	1
UQCRFS1	Amp	19	2.0003e-015	0.35506	1
USF2	Amp	19	2.0003e-015	0.35281	1
USHBP1	Amp	19	2.0003e-015	0.42472	1
USP29	Amp	19	2.0003e-015	0.31685	1
VASP	Amp	19	2.0003e-015	0.31011	1
VAV1	Amp	19	2.0003e-015	0.41573	1
VMAC	Amp	19	2.0003e-015	0.42247	1
BEST2	Amp	19	2.0003e-015	0.43371	1
VN1R1	Amp	19	2.0003e-015	0.31685	1
VN1R2	Amp	19	2.0003e-015	0.29438	1
VRK3	Amp	19	2.0003e-015	0.28539	1
WDR18	Amp	19	2.0003e-015	0.45843	1
WDR62	Amp	19	2.0003e-015	0.35955	1
FCAR	Amp	19	2.0003e-015	0.29213	1
ZNF77	Amp	19	2.0003e-015	0.4427	1
ZNF160	Amp	19	2.0003e-015	0.29213	1
PVRL2	Amp	19	2.0003e-015	0.31236	1
XAB2	Amp	19	2.0003e-015	0.42697	1
XRCC1	Amp	19	2.0003e-015	0.31685	1
EXOC3L2	Amp	19	2.0003e-015	0.31011	1
OR7E24	Amp	19	2.0003e-015	0.4382	1
YIF1B	Amp	19	2.0003e-015	0.3573	1
YIPF2	Amp	19	2.0003e-015	0.44719	1
ZBTB32	Amp	19	2.0003e-015	0.35506	1
ZBTB7A	Amp	19	2.0003e-015	0.43146	1
DMKN	Amp	19	2.0003e-015	0.35506	1
ZFP28	Amp	19	2.0003e-015	0.31461	1
ZFP30	Amp	19	2.0003e-015	0.3618	1
ZFP36	Amp	19	2.0003e-015	0.34157	1
ZIK1	Amp	19	2.0003e-015	0.3191	1
ZIM2	Amp	19	2.0003e-015	0.31461	1
ZIM3	Amp	19	2.0003e-015	0.31685	1
ZNF100	Amp	19	2.0003e-015	0.40899	1
ZNF101	Amp	19	2.0003e-015	0.42472	1
ZNF114	Amp	19	2.0003e-015	0.29213	1
ZNF121	Amp	19	2.0003e-015	0.44045	1
ZNF132	Amp	19	2.0003e-015	0.31461	1
ZNF134	Amp	19	2.0003e-015	0.3191	1
ZNF135	Amp	19	2.0003e-015	0.3191	1
ZNF136	Amp	19	2.0003e-015	0.43596	1
ZNF137P	Amp	19	2.0003e-015	0.28764	1
ZNF14	Amp	19	2.0003e-015	0.42472	1
ZNF146	Amp	19	2.0003e-015	0.3573	1
ZNF155	Amp	19	2.0003e-015	0.31236	1
ZNF160	Amp	19	2.0003e-015	0.29438	1
ZNF17	Amp	19	2.0003e-015	0.31685	1
ZNF175	Amp	19	2.0003e-015	0.29213	1
ZNF177	Amp	19	2.0003e-015	0.44045	1
ZNF180	Amp	19	2.0003e-015	0.31236	1
ZNF181	Amp	19	2.0003e-015	0.35506	1
ZNF20	Amp	19	2.0003e-015	0.43596	1
ZNF208	Amp	19	2.0003e-015	0.40899	1
ZNF211	Amp	19	2.0003e-015	0.3191	1
ZNF221	Amp	19	2.0003e-015	0.31236	1
ZNF222	Amp	19	2.0003e-015	0.31236	1
ZNF223	Amp	19	2.0003e-015	0.31236	1
ZNF224	Amp	19	2.0003e-015	0.31236	1
ZNF225	Amp	19	2.0003e-015	0.31236	1
ZNF226	Amp	19	2.0003e-015	0.31236	1
ZNF227	Amp	19	2.0003e-015	0.31236	1
ZFP112	Amp	19	2.0003e-015	0.31236	1
ZNF229	Amp	19	2.0003e-015	0.31236	1
ZNF230	Amp	19	2.0003e-015	0.31236	1
ZNF233	Amp	19	2.0003e-015	0.31236	1
ZNF234	Amp	19	2.0003e-015	0.31236	1
ZNF235	Amp	19	2.0003e-015	0.31236	1
ZNF253	Amp	19	2.0003e-015	0.42022	1
